hgnc_id	approved_symbol	approved_name	status	previous_symbols	alias_symbols	accession_numbers	refseq_ids	alias_names	ensembl_gene_id	ncbi_gene_id
HGNC:43870	EXOC5P1	exocyst complex component 5 pseudogene 1	Approved						ENSG00000180673	644548
HGNC:23196	EXOC6	exocyst complex component 6	Approved	SEC15L1	"SEC15L, FLJ1125, DKFZp761I2124, MGC33397, Sec15p, EXOC6A"	BC028395	NM_019053		ENSG00000138190	54536
HGNC:17085	EXOC6B	exocyst complex component 6B	Approved	"SEC15L2, SEC15B"	KIAA0919	AB023136	NM_001321729		ENSG00000144036	23233
HGNC:23214	EXOC7	exocyst complex component 7	Approved		"EXO70, KIAA1067, YJL085W, Exo70p, BLOM4"	BC029432	NM_015219		ENSG00000182473	23265
HGNC:43871	EXOC7P1	exocyst complex component 7 pseudogene 1	Approved						ENSG00000250485	391681
HGNC:24659	EXOC8	exocyst complex component 8	Approved		"SEC84, EXO84, Exo84p"	AL117352	NM_175876		ENSG00000116903	149371
HGNC:3347	EXOG	exo/endonuclease G	Approved	"ENDOGL1, ENDOGL2"	"ENGL-a, ENGL, ENGL-b"	AB020523	NM_005107		ENSG00000157036	9941
HGNC:44547	EXOGP1	EXOG pseudogene 1	Approved						ENSG00000263748	100128324
HGNC:17286	EXOSC1	exosome component 1	Approved		"hCsl4p, Csl4p, CSL4, Ski4p, SKI4, CGI-108, p13"	AF151866		CSL4 exosomal core protein homolog (yeast)	ENSG00000171311	51013
HGNC:17097	EXOSC2	exosome component 2	Approved		"hRrp4p, Rrp4p, RRP4, p7"	AK001916	NM_014285	"homolog of yeast RRP4 (ribosomal RNA processing 4), 3' 5' exoribonuclease (RRP4)"	ENSG00000130713	23404
HGNC:17944	EXOSC3	exosome component 3	Approved		"hRrp40p, Rrp40p, RRP40, CGI-102, p10, hRrp-40"	BC002437	NM_016042	"exosome component Rrp40, ""CGI-102 protein"""	ENSG00000107371	51010
HGNC:33989	EXOSC3P1	exosome component 3 pseudogene 1	Approved						ENSG00000229007	100151640
HGNC:33990	EXOSC3P2	exosome component 3 pseudogene 2	Approved						ENSG00000269763	100190954
HGNC:18189	EXOSC4	exosome component 4	Approved		"hRrp41p, FLJ20591, Rrp41p, RRP41, RRP41A, Ski6p, SKI6, p12A"	AF281133	NM_019037	exosome component Rrp41	ENSG00000178896	54512
HGNC:24662	EXOSC5	exosome component 5	Approved		"hRrp46p, Rrp46p, RRP46, RRP41B, MGC12901, p12B"	AF285785	NM_020158	exosome component Rrp46	ENSG00000077348	56915
HGNC:19055	EXOSC6	exosome component 6	Approved		"MTR3, hMtr3p, Mtr3p, EAP4, p11"	BC052252	NM_058219	Mtr3 (mRNA transport regulator 3)-homolog (yeast)	ENSG00000223496	118460
HGNC:28112	EXOSC7	exosome component 7	Approved		"hRrp42p, Rrp42p, RRP42, EAP1, KIAA0116, p8"	BC012831	NM_015004		ENSG00000075914	23016
HGNC:17035	EXOSC8	exosome component 8	Approved		"OIP2, RRP43, bA421P11.3, Rrp43p, EAP2, p9, CIP3"	AF025438	NM_181503	"CBP-interacting protein 3, ""Opa interacting protein 2"""	ENSG00000120699	11340
HGNC:9137	EXOSC9	exosome component 9	Approved	PMSCL1	"PM/Scl-75, Rrp45p, RRP45, p5, p6"	M58460	NM_005033	polymyositis/scleroderma autoantigen 1 (75kD)	ENSG00000123737	5393
HGNC:9138	EXOSC10	exosome component 10	Approved	PMSCL2	"PM-Scl, PM/Scl-100, Rrp6p, RRP6, p2, p3, p4"	BC073788	NM_001001998	polymyositis/scleroderma autoantigen 2 (100kD)	ENSG00000171824	5394
HGNC:40456	EXOSC10-AS1	EXOSC10 antisense RNA 1	Approved				NR_135061		ENSG00000230337	105376736
HGNC:30578	EXPH5	exophilin 5	Approved		SLAC2-B		NM_015065	synaptotagmin-like homologue lacking C2 domains b	ENSG00000110723	23086
HGNC:3512	EXT1	exostosin glycosyltransferase 1	Approved	"LGCR, LGS"	ttv	S79639	NM_000127	"Glucuronosyl-N-acetylglucosaminyl-proteoglycan 4-alpha-N- acetylglucosaminyltransferase, ""N-acetylglucosaminyl-proteoglycan 4-beta-glucuronosyltransferase"""	ENSG00000182197	2131
HGNC:3513	EXT2	exostosin glycosyltransferase 2	Approved		SOTV		NM_000401	"Glucuronosyl-N-acetylglucosaminyl-proteoglycan 4-alpha-N- acetylglucosaminyltransferase, ""N-acetylglucosaminyl-proteoglycan 4-beta-glucuronosyltransferase"""	ENSG00000151348	2132
HGNC:3515	EXTL1	exostosin like glycosyltransferase 1	Approved		"EXTL, MGC70794"	U67191	NM_004455	"glucuronosyl-N-acetylglucosaminyl-proteoglycan 4-alpha-N- acetylglucosaminyltransferase, ""alpha-N-acetylglucosaminyltransferase II"", ""glucuronyl-N-acetylglucosaminylproteoglycan alpha-1,4-N- acetylglucosaminyltransferase"", ""exostosin-L"""	ENSG00000158008	2134
HGNC:3516	EXTL2	exostosin like glycosyltransferase 2	Approved			U76189	NM_001439	"alpha-1,4-N-acteylhexosaminyltransferase"	ENSG00000162694	2135
HGNC:3517	EXTL2P1	exostosin like glycosyltransferase 2 pseudogene 1	Approved	EXTL2P					ENSG00000223976	100287682
HGNC:3518	EXTL3	exostosin like glycosyltransferase 3	Approved		"botv, REGR"	U76188	NM_001440	"REG receptor, ""glucuronyl-galactosyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase"""	ENSG00000012232	2137
HGNC:27985	EXTL3-AS1	EXTL3 antisense RNA 1	Approved	C8orf50		BC043205			ENSG00000246339	101929402
HGNC:3519	EYA1	EYA transcriptional coactivator and phosphatase 1	Approved	BOR		AJ000098	"NM_000503, NM_172060"		ENSG00000104313	2138
HGNC:3520	EYA2	EYA transcriptional coactivator and phosphatase 2	Approved		EAB1		NM_005244		ENSG00000064655	2139
HGNC:3521	EYA3	EYA transcriptional coactivator and phosphatase 3	Approved		DKFZp686C132	U81602	NM_001990		ENSG00000158161	2140
HGNC:3522	EYA4	EYA transcriptional coactivator and phosphatase 4	Approved	"DFNA10, CMD1J"		Y17114	NM_004100		ENSG00000112319	2070
HGNC:21555	EYS	eyes shut homolog	Approved	"C6orf180, EGFL11, RP25, EGFL10, C6orf178, C6orf179"	"dJ1018A4.2, bA166P24.2, SPAM, bA307F22.3, dJ303F19.1, bA74E24.1"		NM_001292009		ENSG00000188107	346007
HGNC:3526	EZH1	enhancer of zeste 1 polycomb repressive complex 2 subunit	Approved		"KIAA0388, KMT6B"		NM_001991		ENSG00000108799	2145
HGNC:3527	EZH2	enhancer of zeste 2 polycomb repressive complex 2 subunit	Approved		"EZH1, ENX-1, KMT6, KMT6A"		NM_004456		ENSG00000106462	2146
HGNC:39918	EZH2P1	enhancer of zeste 2 polycomb repressive complex 2 subunit pseudogene 1	Approved						ENSG00000231300	266693
HGNC:33738	EZHIP	EZH inhibitory protein	Approved	CXorf67	CATACOMB	BC046248	NM_203407	catalytic antagonist of Polycomb	ENSG00000187690	340602
HGNC:12691	EZR	ezrin	Approved	VIL2		AF187552	NM_003379	cytovillin 2	ENSG00000092820	7430
HGNC:40609	EZR-AS1	EZR antisense RNA 1	Approved			"AI831881, BE552153"			ENSG00000233893	101409257
HGNC:3535	F2	"coagulation factor II, thrombin"	Approved			M33031		prepro-coagulation factor II	ENSG00000180210	2147
HGNC:3537	F2R	coagulation factor II thrombin receptor	Approved		"TR, CF2R, PAR1, PAR-1"	M62424	NM_001992	protease activated receptor 1	ENSG00000181104	2149
HGNC:3538	F2RL1	F2R like trypsin receptor 1	Approved	GPR11	PAR2	BC018130	NM_005242	proteinase-activated receptor-2	ENSG00000164251	2150
HGNC:3539	F2RL2	coagulation factor II thrombin receptor like 2	Approved		PAR3	U92971	NM_004101	proteinase-activated receptor-3	ENSG00000164220	2151
HGNC:3540	F2RL3	F2R like thrombin or trypsin receptor 3	Approved		PAR4	AF055917	NM_003950	proteinase-activated receptor-4	ENSG00000127533	9002
HGNC:3541	F3	"coagulation factor III, tissue factor"	Approved		"CD142, TF"	BC011029	NM_001993	tissue factor	ENSG00000117525	2152
HGNC:3542	F5	coagulation factor V	Approved			M14335	NM_000130		ENSG00000198734	2153
HGNC:3544	F7	coagulation factor VII	Approved				NM_000131	"eptacog alfa, ""FVII coagulation protein"", ""factor VII"""	ENSG00000057593	2155
HGNC:3545	F7R	coagulation factor VII regulator	Approved		F7E					2156
HGNC:3546	F8	coagulation factor VIII	Approved	F8C	"FVIII, DXS1253E, HEMA"	M90707		"Factor VIIIF8B, ""hemophilia A"""	ENSG00000185010	2157
HGNC:3547	F8A1	coagulation factor VIII associated 1	Approved	F8A	DXS522E	M34677	NM_012151		ENSG00000277203	8263
HGNC:31849	F8A2	coagulation factor VIII associated 2	Approved				NM_001007523		ENSG00000274791	474383
HGNC:31850	F8A3	coagulation factor VIII associated 3	Approved				NM_001007524		ENSG00000277150	474384
HGNC:3551	F9	coagulation factor IX	Approved		FIX	M11309		"Factor IX, ""plasma thromboplastic component"", ""Christmas disease"", ""hemophilia B"""	ENSG00000101981	2158
HGNC:3528	F10	coagulation factor X	Approved						ENSG00000126218	2159
HGNC:40225	F10-AS1	F10 antisense RNA 1	Approved						ENSG00000231882	
HGNC:3529	F11	coagulation factor XI	Approved		FXI	M13142		plasma thromboplastin antecedent	ENSG00000088926	2160
HGNC:27725	F11-AS1	F11 antisense RNA 1	Approved			BC038717	NR_033901		ENSG00000251165	285441
HGNC:14685	F11R	F11 receptor	Approved	JAM1	"PAM-1, JCAM, JAM-1, JAM-A, JAMA, CD321"	AF111713	NM_016946		ENSG00000158769	50848
HGNC:3530	F12	coagulation factor XII	Approved			M31315	NM_000505		ENSG00000131187	2161
HGNC:3531	F13A1	coagulation factor XIII A chain	Approved	F13A		M14539	NM_000129		ENSG00000124491	2162
HGNC:3534	F13B	coagulation factor XIII B chain	Approved		FXIIIB	M14057	NM_001994		ENSG00000143278	2165
HGNC:21197	FA2H	fatty acid 2-hydroxylase	Approved	"FAXDC1, SPG35"	"FAAH, FLJ25287"	BC002679	NM_024306	fatty acid hydroxylase	ENSG00000103089	79152
HGNC:3553	FAAH	fatty acid amide hydrolase	Approved		FAAH-1	U82535	NM_001441		ENSG00000117480	2166
HGNC:26440	FAAH2	fatty acid amide hydrolase 2	Approved	AMDD	"RP11-479E16.1, FLJ31204, FAAH-2"	AK055766	NM_174912		ENSG00000165591	158584
HGNC:50679	FAAHP1	fatty acid amide hydrolase pseudogene 1	Approved	LINC00505	FAAH-OUT		NR_045483		ENSG00000232022	729041
HGNC:26428	FAAP20	FA core complex associated protein 20	Approved	C1orf86	FLJ31031	AK126870	NM_182533		ENSG00000162585	199990
HGNC:28467	FAAP24	FA core complex associated protein 24	Approved	C19orf40	"FLJ46828, MGC32020"	AK128668	NM_152266	"Fanconi anemia-associated protein, 24kDa"	ENSG00000131944	91442
HGNC:26171	FAAP100	FA core complex associated protein 100	Approved	C17orf70	FLJ22175	BC008883	NM_025161	"Fanconi anemia-associated protein, 100kDa"	ENSG00000185504	80233
HGNC:3555	FABP1	fatty acid binding protein 1	Approved		L-FABP	M10617	NM_001443		ENSG00000163586	2168
HGNC:3556	FABP2	fatty acid binding protein 2	Approved		I-FABP	J03465	NM_000134		ENSG00000145384	2169
HGNC:3557	FABP3	fatty acid binding protein 3	Approved	"MDGI, FABP11"	"H-FABP, O-FABP"	U57623	NM_004102	mammary-derived growth inhibitor	ENSG00000121769	2170
HGNC:3558	FABP3P2	fatty acid binding protein 3 pseudogene 2	Approved		"FABP3-ps, FABP3P"	U72237			ENSG00000233259	56677
HGNC:3559	FABP4	fatty acid binding protein 4	Approved		"A-FABP, aP2"	J02874	NM_001442	adipocyte fatty acid binding protein	ENSG00000170323	2167
HGNC:3560	FABP5	fatty acid binding protein 5	Approved		"E-FABP, PA-FABP, KFABP"	M94856	NM_001444		ENSG00000164687	2171
HGNC:31059	FABP5P1	fatty acid binding protein 5 pseudogene 1	Approved	FABP5L1	FABP5		NG_006997		ENSG00000236972	387934
HGNC:31060	FABP5P2	fatty acid binding protein 5 pseudogene 2	Approved	FABP5L2			NG_009322		ENSG00000236044	729163
HGNC:22573	FABP5P3	fatty acid binding protein 5 pseudogene 3	Approved	FABP5L3	TCAG_1781704		NR_002935		ENSG00000241735	220832
HGNC:31061	FABP5P4	fatty acid binding protein 5 pseudogene 4	Approved	FABP5L4					ENSG00000229287	404766
HGNC:31068	FABP5P5	fatty acid binding protein 5 pseudogene 5	Approved	FABP5L5					ENSG00000213716	100288964
HGNC:31069	FABP5P6	fatty acid binding protein 5 pseudogene 6	Approved	FABP5L6			NG_008825		ENSG00000249919	100130687
HGNC:31070	FABP5P7	fatty acid binding protein 5 pseudogene 7	Approved	FABP5L7			NG_009321		ENSG00000234964	728641
HGNC:31063	FABP5P8	fatty acid binding protein 5 pseudogene 8	Approved	FABP5L8			NG_009324		ENSG00000259308	728729
HGNC:31064	FABP5P9	fatty acid binding protein 5 pseudogene 9	Approved	FABP5L9			NG_009323		ENSG00000259630	642956
HGNC:31066	FABP5P10	fatty acid binding protein 5 pseudogene 10	Approved	FABP5L10			NG_008710		ENSG00000213201	344332
HGNC:19328	FABP5P11	fatty acid binding protein 5 pseudogene 11	Approved	"FABP5P1, FABP5L11"			NG_002376		ENSG00000240122	266699
HGNC:31067	FABP5P12	fatty acid binding protein 5 pseudogene 12	Approved	FABP5L12			NG_009509		ENSG00000249367	100270673
HGNC:38717	FABP5P13	fatty acid binding protein 5 pseudogene 13	Approved	FABP5L13					ENSG00000234958	106480712
HGNC:31065	FABP5P14	fatty acid binding protein 5 pseudogene 14	Approved	FABP5L14					ENSG00000234588	
HGNC:31071	FABP5P15	fatty acid binding protein 5 pseudogene 15	Approved	FABP5L15					ENSG00000237106	
HGNC:3561	FABP6	fatty acid binding protein 6	Approved		"I-15P, ILLBP, I-BAP, ILBP3, I-BABP, ILBP, I-BALB"	U19869	NM_001040442	"illeal lipid-binding protein, ""ileal bile acid binding protein"", ""gastrotropin"""	ENSG00000170231	2172
HGNC:40226	FABP6-AS1	FABP6 antisense RNA 1	Approved						ENSG00000247699	105377690
HGNC:3562	FABP7	fatty acid binding protein 7	Approved		"B-FABP, BLBP"	D88648	NM_001446	brain lipid binding protein	ENSG00000164434	2173
HGNC:41951	FABP7P1	fatty acid binding protein 7 pseudogene 1	Approved						ENSG00000226766	100506953
HGNC:41952	FABP7P2	fatty acid binding protein 7 pseudogene 2	Approved						ENSG00000235129	
HGNC:3563	FABP9	fatty acid binding protein 9	Approved		"PERF, T-FABP, PERF15"		NM_001080526	testis fatty acid binding protein	ENSG00000205186	646480
HGNC:34524	FABP12	fatty acid binding protein 12	Approved				NM_001105281		ENSG00000197416	646486
HGNC:45176	FABP12P1	fatty acid binding protein 12 pseudogene 1	Approved						ENSG00000216265	
HGNC:3573	FADD	Fas associated via death domain	Approved		"MORT1, GIG3"	U24231	NM_003824	"Fas-associating protein with death domain, ""Fas-associating death domain-containing protein"", ""mediator of receptor-induced toxicity"", ""growth-inhibiting gene 3 protein"""	ENSG00000168040	8772
HGNC:3574	FADS1	fatty acid desaturase 1	Approved	LLCDL1	"D5D, FADSD5, TU12, FADS6"		NM_013402	"delta-5 desaturase, ""acyl-CoA (8-3)-desaturase"""	ENSG00000149485	3992
HGNC:3575	FADS2	fatty acid desaturase 2	Approved	LLCDL2	"FADSD6, D6D, TU13, DES6, SLL0262"	AF084559	NM_004265	delta-6-desaturase	ENSG00000134824	9415
HGNC:43618	FADS2B	"fatty acid desaturase 2B, pseudogene"	Approved	FADS2P1			NG_032737		ENSG00000274150	643181
HGNC:3576	FADS3	fatty acid desaturase 3	Approved	LLCDL3	CYB5RP			delta-9-desaturase	ENSG00000221968	3995
HGNC:30459	FADS6	fatty acid desaturase 6	Approved			AK094411			ENSG00000172782	283985
HGNC:3578	FAF1	Fas associated factor 1	Approved		"CGI-03, hFAF1, HFAF1s, UBXD12, UBXN3A"	AF132938	NM_007051	"TNFRSF6-associated factor 1, ""UBX domain protein 3A"""	ENSG00000185104	11124
HGNC:40228	FAF1-AS1	FAF1 antisense RNA 1	Approved						ENSG00000225767	105378715
HGNC:24666	FAF2	Fas associated factor family member 2	Approved	UBXD8	"ETEA, KIAA0887, UBXN3B"	BC015791	NM_014613	"expressed in T cells and eosinophils in atopic dermatitis, ""UBX domain protein 3B"""	ENSG00000113194	23197
HGNC:45172	FAF2P1	Fas associated factor family member 2 pseudogene 1	Approved				NG_022153		ENSG00000228759	100128043
HGNC:3579	FAH	fumarylacetoacetate hydrolase	Approved			M55150		fumarylacetoacetase	ENSG00000103876	2184
HGNC:14169	FAHD1	fumarylacetoacetate hydrolase domain containing 1	Approved	C16orf36	DKFZP566J2046	BC063017	NM_001018104	acylpyruvate hydrolase	ENSG00000180185	81889
HGNC:24252	FAHD2A	fumarylacetoacetate hydrolase domain containing 2A	Approved		CGI-105	AF151863	NM_016044		ENSG00000115042	51011
HGNC:25318	FAHD2B	fumarylacetoacetate hydrolase domain containing 2B	Approved		DKFZp434N062		NM_199336		ENSG00000144199	151313
HGNC:44135	FAHD2CP	"fumarylacetoacetate hydrolase domain containing 2C, pseudogene"	Approved				NR_003698		ENSG00000231584	729234
HGNC:32441	FAHD2P1	fumarylacetoacetate hydrolase domain containing 2 pseudogene 1	Approved	FAHD2P		AC083809	NG_006649		ENSG00000257302	729610
HGNC:18703	FAIM	Fas apoptotic inhibitory molecule	Approved		"FLJ10582, FAIM1"	AK001444	NM_001033032		ENSG00000158234	55179
HGNC:17067	FAIM2	Fas apoptotic inhibitory molecule 2	Approved		"KIAA0950, LFG, NMP35, LIFEGUARD, TMBIM2, LFG2"	AB023167	NM_012306	transmembrane BAX inhibitor motif containing 2	ENSG00000135472	23017
HGNC:43713	FALEC	focally amplified long non-coding RNA in epithelial cancer	Approved	LINC00568	"ncRNA-a1, FAL1"	AL713297	NR_051960	focally amplified lncRNA on chromosome 1	ENSG00000228126	100874054
HGNC:13749	FAM3A	FAM3 metabolism regulating signaling molecule A	Approved		"DXS560S, 2-19, XAP-7"	X74610			ENSG00000071889	60343
HGNC:1253	FAM3B	FAM3 metabolism regulating signaling molecule B	Approved	C21orf11	"D21M16SJHU19e, PRED44, 2-21, ORF9, C21orf76, PANDER"	AF494379	NM_058186	pancreatic-derived factor	ENSG00000183844	54097
HGNC:18664	FAM3C	FAM3 metabolism regulating signaling molecule C	Approved		"GS3876, ILEI"	D87120	NM_001040020	"predicted osteoblast protein, ""interleukin-like EMT inducer"", ""interleukin-like epithelial-mesenchymal transition inducer"""	ENSG00000196937	10447
HGNC:34501	FAM3C2P	"family with sequence similarity 3 member C2, pseudogene"	Approved	FAM3C2			NG_002950		ENSG00000174028	286460
HGNC:18665	FAM3D	FAM3 metabolism regulating signaling molecule D	Approved		"EF7, OIT1"	AF494381	NM_138805	Oncoprotein-induced transcript 1	ENSG00000198643	131177
HGNC:41276	FAM3D-AS1	FAM3D antisense RNA 1	Approved		lnc-KCTD6-3	BG215913			ENSG00000244383	
HGNC:16372	FAM8A1	family with sequence similarity 8 member A1	Approved		AHCP	AF097027			ENSG00000137414	51439
HGNC:16373	FAM8A2P	"family with sequence similarity 8 member A2, pseudogene"	Approved			AF315800			ENSG00000254722	728097
HGNC:16374	FAM8A3P	"family with sequence similarity 8 member A3, pseudogene"	Approved			AF315797			ENSG00000224337	100129594
HGNC:16375	FAM8A4P	"family with sequence similarity 8 member A4, pseudogene"	Approved	FAM8A8P		AF315801	NG_003135		ENSG00000232730	386726
HGNC:16376	FAM8A5P	"family with sequence similarity 8 member A5, pseudogene"	Approved			AF315798	NG_001298		ENSG00000238101	114181
HGNC:16377	FAM8A6P	"family with sequence similarity 8 member A6, pseudogene"	Approved			AF315799			ENSG00000218772	114182
HGNC:23868	FAM8A7P	"family with sequence similarity 8 member A7, pseudogene"	Approved				NG_003134			386725
HGNC:23870	FAM8A9P	"family with sequence similarity 8 member A9, pseudogene"	Approved				NG_003136			386727
HGNC:23871	FAM8A10P	"family with sequence similarity 8 member A10, pseudogene"	Approved				NG_003137			386728
HGNC:18403	FAM9A	family with sequence similarity 9 member A	Approved		TEX39A		NM_174951	testis expressed 39A	ENSG00000183304	171482
HGNC:18404	FAM9B	family with sequence similarity 9 member B	Approved		TEX39B		NM_205849	testis expressed 39B	ENSG00000177138	171483
HGNC:18405	FAM9C	family with sequence similarity 9 member C	Approved		TEX39C		NM_174901	testis expressed 39C	ENSG00000187268	171484
HGNC:19367	FAM13A	family with sequence similarity 13 member A	Approved	FAM13A1	"KIAA0914, ARHGAP48"	AB020721			ENSG00000138640	10144
HGNC:19370	FAM13A-AS1	FAM13A antisense RNA 1	Approved	"FAM13A1OS, FAM13AOS"	NCRNA00039	AK126217	NR_002806	non-protein coding RNA 39	ENSG00000248019	285512
HGNC:1335	FAM13B	family with sequence similarity 13 member B	Approved	"C5orf5, FAM13B1"	"N61, KHCHP, ARHGAP49"	AF251038			ENSG00000031003	51306
HGNC:55597	FAM13B-AS1	FAM13B antisense RNA 1	Approved				NR_037900		ENSG00000246323	100130172
HGNC:19371	FAM13C	family with sequence similarity 13 member C	Approved	FAM13C1		U79304			ENSG00000148541	220965
HGNC:23015	FAM20A	FAM20A golgi associated secretory pathway pseudokinase	Approved		DKFZp434F2322	AK056789	NM_017565		ENSG00000108950	54757
HGNC:23017	FAM20B	FAM20B glycosaminoglycan xylosylkinase	Approved		"KIAA0475, GXK1"	AB007944	NM_014864		ENSG00000116199	9917
HGNC:22140	FAM20C	FAM20C golgi associated secretory pathway kinase	Approved		"IMAGE:4942737, DKFZp547D065, DMP4, G-CK"	BC040074	NM_020223	"dentin matrix protein 4, ""golgi casein kinase"""	ENSG00000177706	56975
HGNC:45010	FAM21EP	"family with sequence similarity 21 member E, pseudogene"	Approved		FLJ31813		NG_025438		ENSG00000235618	100421577
HGNC:45011	FAM21FP	"family with sequence similarity 21 member F, pseudogene"	Approved						ENSG00000237840	100288690
